,Date,Close
475,2023-12-14,8483.4150390625
476,2023-12-15,8647.458984375
477,2023-12-18,8624.0244140625
478,2023-12-19,8670.89453125
479,2023-12-20,8717.763671875
480,2023-12-21,8741.197265625
481,2023-12-22,8741.197265625
482,2023-12-27,8788.068359375
483,2023-12-28,8811.5029296875
484,2023-12-29,8811.5029296875
